env_package	samp_collect_device	count
	Anaerobic culture bottle	1
	Anode biofilm adapted to -100 mV	1
	Anode biofilm adapted to -200 mV	1
	Anode biofilm adapted to -50 mV	1
	Anode biofilm in microbial fuel cells	1
	Archaeological excavation	1
	Asceptic dissection and microbial DNA isolation	1
	Aseptic dissection of GI tract and stripping of gut content and microbial DNA isolation	1
	Aseptic dissection of distal GI tract and microbial DNA isolation	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001308) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001310) connected to an air pump	1
	CTD rosette(Seabird 920, SeaBird Electronics, USA)	1
	C87	1
	C99	1
	CAVP	1
	CMN1	1
	CMN2	1
	CMN3	1
	CT culture1	1
	CT culture2	1
	CT culture3	1
	CT culture4	1
	CT recipient1	1
	CT recipient2	1
	CT recipient3	1
	CT recipient4	1
	CTAB DNA extraction	1
	CTD Rosette & Flow cytometry	1
	CTD Rosette sampler	1
	CTD rosette Niskins, cast 24	1
	CTD rosette Niskins, cast 28	1
	CTD rosette Niskins, cast 31 &32 combined	1
	CTD rosette sampler	1
	CTD rosette(Seabird 911, SeaBird Electronics, USA)	1
	CTD rosette(Seabird 912, SeaBird Electronics, USA)	1
	CTD rosette(Seabird 913, SeaBird Electronics, USA)	1
	CTD rosette(Seabird 914, SeaBird Electronics, USA)	1
	CTD rosette(Seabird 915, SeaBird Electronics, USA)	1
	CTD rosette(Seabird 916, SeaBird Electronics, USA)	1
	CTD rosette(Seabird 917, SeaBird Electronics, USA)	1
	CTD rosette(Seabird 918, SeaBird Electronics, USA)	1
	CTD rosette(Seabird 919, SeaBird Electronics, USA)	1
	C94	1
	C80	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001311) connected to an air pump	1
	C73	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001312) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001313) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001314) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001315) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001316) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001317) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001318) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001319) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001320) connected to an air pump	1
	Bioaerosol samplers using sterilized polycarbonate filters (0.2 ?m pore size; Whatman, 111106) with a sterilized filter holder (Swinnex, 13 mm, Millipore, SX0001321) connected to an air pump	1
	Bioelectrochemical Reactors (BECRs)	1
	Biofilm harvested from the out-flux pipe of one of the laboratory ice machines and stored in a 50 ml tube at 4 C. 16S.	1
	Biofilm harvested from the out-flux pipe of one of the laboratory ice machines and stored in a 50 ml tube at 4 C. ITS.	1
	Biofilm harvested from the out-flux pipe of one of the laboratory ice machines and stored in a 50 ml tube at 4 C. Shotgun.	1
	Biological OsmoSampler	1
	10 L PE bottle	1
	Bioreactor	1
	Biosampler unit (diH2O only)	1
	10 = biological replicate 3	1
	10 = biological replicate 2	1
	10 = biological replicate 1	1
	Bulb planter	1
	Button Personal Aerosol Sampler connected to a vacuum compensating pump	1
	By Hand	1
	C103	1
	C106	1
	C108	1
	C115	1
	C122	1
	Collected from Retirement 6	1
	Collected from manually filtering ocean water	1
	M8D3control1	1
	HN_1=HaiNan strain_1	1
	Fly trap	1
	Frozen preservation of feces	1
	G,G Lai	1
	GFF 0.7um filter	1
	Gastric lavage	1
	Geoprobe direct push	1
	Glass bottle	1
	Glass flask	1
	Grab Sampling	1
	Grab sampling from a homogeneous 2-L lab scale sequencing batch reactor	1
	Granular sludge separated by isopycnic centrifugation and on granulometry sieves	1
	Gravity core sampler	1
	Groundwater flowcell	1
	Guano was opportunistically samples into 15mL conicals	1
	HN_2=HaiNan strain_2	1
	Collected in Falcon Tubes and placed on dry ice	1
	HN_3=HaiNan strain_3	1
	Half circular Russian peat borer (Eijelkamp, Giesbeek, Netherlands)	1
	Hand collection	1
	Hand net.	1
	0.3 um filter	1
	High Density Poliethylene Coupons	1
	High Throughput Spore Sampler (Jet)	1
	High Volume Sampler, Ecotech, model: HiVol 3000, PM10 inlet	1
	High pressure sampler unit	1
	High throughput 'Jet' spore and particle sampler (Jet)	1
	Hirst Spore Trap (HST)	1
	I-2	1
	I-3	1
	I100	1
	Five different plants were dug at different points in the same location, neatly transferred into sterile biosafety bag and brought to Laboratory for immediate analyses	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 9 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 8 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 7 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 14 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 15 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 16 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 17 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 18 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 19 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 20 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 21 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 22 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 23 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 24 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 25 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 26 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 27 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 28 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 29 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 30 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 31 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 32 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 33 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 34 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 35 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 36 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 37 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 38 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 39 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 40 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 41 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 6 m) and immediately mixed into a single soil sample.	1
	I102	1
	I107	1
	I109	1
	Kemmerer water sampler	1
	Knife	1
	Kullenberg core sampler	1
	L-shaped spreader	1
	Lab kit reatents	1
	Laboratory enrichment cultures	1
	Lavage	1
	Leaves from 30-days-old seedlings	1
	Lightweight diving equipment, bathometer	1
	Lindgren funnel trap baited with Drosophila suzukii lure + alpha-pinene	1
	Low flow pump	1
	M103	1
	M106	1
	M108	1
	M115	1
	M122	1
	M136	1
	M145	1
	M73	1
	M80	1
	M87	1
	M8D2acid1	1
	M8D2acid2	1
	M8D2acid3	1
	M8D2control1	1
	M8D2control2	1
	M8D2control3	1
	M8D3acid1	1
	M8D3acid2	1
	M8D3acid3	1
	Kit DNA Power Soil	1
	K11insitu	1
	IODP drill core	1
	K11D3control3	1
	ISO DNA extraction	1
	Ice auger	1
	Ice containar was used to collect the sample	1
	Illumina MiSeq-1	1
	Illumina MiSeq-2	1
	Illumina MiSeq-3	1
	Illumina MiSeq-4	1
	Illumina MySeq	1
	In hand	1
	In lab blank extraction	1
	In situ pump	1
	In vitro DNA and RNA	1
	Incubation in saline solution	1
	Intestinal contents were taken from the ileum and colon, shock-frozen in liquid nitrogen.	1
	Ion torrent	1
	Iron flocculation method	1
	Isobaric Gas-Tight Fluid Sampler	1
	Isolated in lab	1
	Joint aspiration	1
	K11D2acid1	1
	K11D2acid2	1
	K11D2acid3	1
	K11D2control1	1
	K11D2control2	1
	K11D2control3	1
	K11D3acid1	1
	K11D3acid2	1
	K11D3control1	1
	K11D3control2	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 13 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 12 m) and immediately mixed into a single soil sample.	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 11 m) and immediately mixed into a single soil sample.	1
	Coring device	1
	Cyanobacterial crust samples were firstly lifted from the soil surface, washed with sterile water, and then transferred to liquid N free medium and cultured for two weeks. Then, growth was serially transferred with streaking operations on agar medium until the macroscopic and microscopic appearance was consistent.	1
	DNA collected from the XBQM11, Non-UDG treatment	1
	DNA collected from the XBQM11, UDG treatment	1
	DNA collected from the XBQM20, Non-UDG treatment	1
	DNA collected from the XBQM20, UDG treatment	1
	DNA collected from the XBQM64, Non-UDG treatment	1
	DNA collected from the XBQM64, UDG treatment	1
	DNA collected from the XBQM7, Non-UDG treatment	1
	DNA collected from the XBQM7, UDG treatment	1
	DNA collected from the XBQM83, Non-UDG treatment	1
	DNA collected from the XBQM83, UDG treatment	1
	DNA collected from the XBQM90, Non-UDG treatment	1
	DNA collected from the XBQM90, UDG treatment	1
	DNA collection	1
	DNA extracted from faecal samples	1
	DNA extraction background	1
	DNA extraction control	1
	DNA extraction from soil using FastDNA spin Kit for soil (MP Biomedicals)	1
	DNA extraction kit (blank)	1
	DNA extraction various methods	1
	DNA isolated for Mice 1 cecal content replicate 1	1
	DNA isolated for Mice 1 cecal content replicate 2	1
	DNA isolated for Mice 1 cecal content replicate 3	1
	DNA isolated for Mice 2 cecal content replicate 1	1
	DNA isolated for Mice 2 cecal content replicate 2	1
	DNA isolated for Mice 2 cecal content replicate 3	1
	DNA isolated for Mice 3 cecal content replicate 1	1
	DNA isolated for Mice 3 cecal content replicate 2	1
	DNA isolated for Mice 3 cecal content replicate 3	1
	Coriolis high liquid cyclone air sampler	1
	Coring	1
	DNA isolated for Mice 4 cecal content replicate 2	1
	Cores	1
	Collected in sealed bag(collection point: 10-12 cm underground)	1
	Collected in sterile glass bottels	1
	Collected in sterile plastic pouch from source	1
	Collected of surface water	1
	Collection	1
	Collection from the aquaculture tank	1
	Collection of fecal droppings of Adelie penguin using sterile spatula	1
	Collection of fecal droppings of Weddell Seal using sterile spatula	1
	Collection of feces dropping of South polar skua using sterile spatula	1
	Collection of soil using sterile spatula	1
	Collection of total rizhospheric soil from experiment unit	1
	Collection tubes	1
	Collection using 5 Litre sterile plastic cans	1
	Commode Specimen Collection Kits	1
	Composite soil sampe	1
	Con1	1
	Con2	1
	Con3	1
	Congo red agar method	1
	Control_1	1
	Control_2	1
	Control_3	1
	Control_4	1
	Control_5	1
	Control_6	1
	Copan E-swab	1
	Core Sampler	1
	Core samplers	1
	Cored	1
	DNA isolated for Mice 4 cecal content replicate 1	1
	DNA isolated for Mice 4 cecal content replicate 3	1
	Five 0¨C10 cm-thick soil samples were randomly collected from each plot (5 m ¡Á 10 m) and immediately mixed into a single soil sample.	1
	Electronic pump. 300ml	1
	Enrichment culture	1
	Enrichment obtained in a medium with nitrate and crude oil inoculated with production water from production well 245D at the Vostochno-Anzirskoe oilfield	1
	Enrichment obtained in a medium with nitrate and crude oil inoculated with production water from production well 5452 at the Cheremukhovskoe oilfield	1
	Excision of the raised, black fungal structure from the infected corn leaf	1
	Extraction kit negative control	1
	Extraction negative	1
	1 L PE bottle	1
	1 = biological replicate 3	1
	1 = biological replicate 2	1
	FM-1-Turbot	1
	FM-2-Turbot	1
	FM-3-Turbot	1
	FTA Cards	1
	F_fermenter_3	1
	F_fermenter_4	1
	1 = biological replicate 1	1
	0uM PMA treatment rep3	1
	FastDNA SPIN Kit for Soil (MP Biomedicals, LLC, Illkirch, France)	1
	FastDNA SPIN Kit for Soils	1
	Fecal samples obtained fresh from nestlings	1
	Field random sampling	1
	Filtered water collected with peristaltic pump	1
	Filtering	1
	Filtration of liquid bacterial culture	1
	0uM PMA treatment rep2	1
	Filtration on polycarbonate membrane using vacuum pump	1
	Fish were seined. The underside of the sampled fish was wiped free of water using clean paper towel. A sterile 15 or 50 mL conical tube was placed directly at the opening of the anus, whilst firm pressure was applied along the fish digestive tract from the stomach to the anus, allowing faecal material to be collected in the tube. Samples were maintained on ice before being transported to the laboratory. Fish were euthanized and the underside of the fish was dissected. A sample 2 cm in length of the intestine between the stomach and the anus was cut and immediately placed in 10% (vol/vol) neutral buffered formalin solution.	1
	0uM PMA treatment rep1	1
	Fistulated cows for rumen fluid collection	1
	Electronic pump. 350ml	1
	Electronic pump. 1l	1
	DNA was extracted using PowerSoil DNA Isolation Kit, and the PlantDNA Isolation kit (MO BIO Laboratories, Inc., Carlsbad, CA, USA)	1
	Each sample was collected from 1m2 of the cleanroom floor by a wet surface sampling technique using Biological Sampling Kits (BiSKits, QuickSilver Analytics, Abingdon, Md.)	1
	DNAzol	1
	DNeasy Plant Mini Kit (Qiagen)	1
	D_fermenter_3	1
	D_fermenter_4	1
	Debridement	1
	Depth of 3 m	1
	Device: VAN DORN WATER SAMPLER, Method: The sampling protocol followed Yamamoto et al 2017 (PMC5227697)	1
	Device: VAN DORN WATER SAMPLER, Method: The sampling protocol followed Yamamoto et al 2017 (PMC5227698)	1
	Device: VAN DORN WATER SAMPLER, Method: The sampling protocol followed Yamamoto et al 2017 (PMC5227699)	1
	Device: VAN DORN WATER SAMPLER, Method: The sampling protocol followed Yamamoto et al 2017 (PMC5227700)	1
